Date,Avoider,Type of Avoid,Avoided
3/3/18,IY,agg2,WO
3/3/18,KC,agg2,HD
3/3/18,KS,s,OI
3/3/18,KTKJ,s,IR
3/3/18,LQ,agg2,PY
3/3/18,MLJE2,fd,AL
3/3/18,MRMG2,sg,TE
3/3/18,NW,agg2,WQ
3/3/18,PB,s,NI
3/3/18,PB,agg2,HD
3/3/18,PG,agg2,NI
3/3/18,SS,agg2,PB
3/3/18,TB,agg2,NI
3/3/18,TB,agg2,AL
3/3/18,TLCV2,s,HS
3/3/18,TLCV2,agg2,FD
3/3/18,TO,agg2,GL
3/3/18,TW,agg2,HC
3/3/18,VI,agg2,II
3/3/18,ZE,s,OI
3/5/18,BH,agg2,IF
3/5/18,DO,agg3,FF
3/5/18,HC,G1,MA
3/5/18,HD,agg2,WR
3/5/18,IF,agg2,HD
3/5/18,JL,agg2,IY
3/5/18,JM,fd,II
3/5/18,MA,MOB,TROOP
3/5/18,PB,agg2,IY
3/5/18,SR,agg2,MA
3/5/18,TN,hd2,MA
3/5/18,TO,hd2,NI
3/5/18,TOFU,agg2,HC
3/6/18,CE,s,HD
3/6/18,CU,agg3,VB
3/6/18,DC,fd,ST
3/6/18,DO,agg3,IF
3/6/18,DO,agg2,IF
3/6/18,DO,agg2,AL
3/6/18,DU,s,HL
3/6/18,DZ,fd,AL
3/6/18,FF,agg2,IG
3/6/18,FG,s,VB
3/6/18,IF,s,NI
3/6/18,IF,agg2,"DU, TB"
3/6/18,IQVP,agg2,FF
3/6/18,JM,fd,AL
3/6/18,NW,agg2,NQ
3/6/18,NW,agg2,GV
3/6/18,PU,agg2,HD
3/6/18,TB,s,OI
3/6/18,TB,s,HL
3/6/18,TE,agg1,IQ
3/6/18,TLCV2,sg,EZ
3/6/18,TO,fd,IE
3/6/18,TO,s,HL
3/6/18,VB,agg2,CA
3/6/18,ZE,agg1,PB
3/7/18,AF,agg2,HC
3/7/18,DZ,s,NI
3/7/18,EY,hd2,FD
3/7/18,FF,hd2,HD
3/7/18,II,agg2,SR
3/7/18,IQVP,s,HL
3/7/18,JM,agg2,ZI
3/7/18,JR,s,HL
3/7/18,KC,hd2,HD
3/7/18,KQ,s,HD
3/7/18,KTKJ,agg2,EZ
3/7/18,LQ,agg2,VB
3/7/18,PF,agg1,VB
3/7/18,TN,sg,IQVP
3/7/18,TO,s,PU
3/7/18,VM,agg2,CU
3/9/18,BH,agg2,IF
3/9/18,CE,agg1,AR
3/9/18,CU,agg2,VB
3/9/18,DC,fd,IR
3/9/18,DU,sg,VB
3/9/18,FF,agg2,HL
3/9/18,HC,G1,MA
3/9/18,IF,s,HD
3/9/18,IF,agg2,HC
3/9/18,II,hd2,HD
3/9/18,II,agg2,VB
3/9/18,II,agg3,VB
3/9/18,JM,agg2,CA
3/9/18,JM,agg2,DC
3/9/18,JR,agg2,FF
3/9/18,KC,agg1,HD
3/9/18,LW,s,TU
3/9/18,MA,agg1,OI
3/9/18,MLJE2,sg,FF
3/9/18,MVJR2,agg2,FF
3/9/18,NQ,s,HJ
3/9/18,OI,agg2,"PU, HJ"
3/9/18,PU,agg2,OI
3/9/18,SR,agg1,HA
3/9/18,SR,agg2,PY
3/9/18,SR,s,HL
3/9/18,TB,agg1,HL
3/9/18,TE,agg1,HA
3/9/18,TLCV2,s,HL
3/9/18,YO,agg1,NI
3/9/18,ZE,agg3,CU
3/10/18,AR,agg3,PY
3/10/18,BHBX,s,HL
3/10/18,DC,s,IY
3/10/18,DC,agg2,VB
3/10/18,FU,agg3,TO
3/10/18,GV,agg2,HD
3/10/18,IG,agg2,IF
3/10/18,IG,agg3,IF
3/10/18,IG,fd,DG
3/10/18,JM,hd2,HD
3/10/18,KS,agg3,QS
3/10/18,LW,agg2,FG
3/10/18,LW,agg1,TO
3/10/18,MF,agg2,VO
3/10/18,MRMG2,s,AL
3/10/18,NW,s,YR
3/10/18,PB,agg2,YU
3/10/18,PM,agg2,KS
3/10/18,PY,s,AR
3/10/18,QS,agg2,KS
3/10/18,ST,agg2,TN
3/10/18,TE,hd2,HD
3/10/18,TN,s,ST
3/10/18,TN,agg3,ST
3/12/18,BHBX,fd,IQVP
3/12/18,EY,hd2,YR
3/12/18,IGVD,s,NW
3/12/18,II,agg2,DG
3/12/18,KC,hd2,HT
3/12/18,MRMG2,agg2,AL
3/12/18,MVJR2,s,HL
3/12/18,PB,agg2,WR
3/12/18,QE,s,YO
3/12/18,TB,agg3,ZP
3/12/18,TO,agg2,VB
3/12/18,VB,agg2,TO
3/12/18,YO,s,WO
3/12/18,ZP,agg1,OI
3/12/18,ZP,agg1,WY
3/13/18,BHBX,agg2,AF
3/13/18,CA,agg1,HD
3/13/18,DU,agg2,EZ
3/13/18,HJ,agg2,HD
3/13/18,IE,sg,AL
3/13/18,IF,s,HA
3/13/18,II,hd2,GV
3/13/18,JM,agg1,PY
3/13/18,KS,agg1,HC
3/13/18,LT,s,TB
3/13/18,MZ,s,TUCU2
3/13/18,NP,s,CE
3/13/18,NW,agg2,YR
3/13/18,PB,agg3,IR
3/13/18,PB,agg2,IR
3/13/18,PS,s,NQ
3/13/18,SR,s,HA
3/13/18,TB,agg1,HL
3/13/18,TE,s,HA
3/13/18,TN,agg2,HC
3/13/18,TO,agg1,HL
3/13/18,TW,agg1,PB
3/13/18,VB,agg2,YR
3/14/18,AF,agg2,EZ
3/14/18,AL,agg2,GV
3/14/18,DU,fd,TO
3/14/18,FF,agg2,SR
3/14/18,IE,agg2,EZ
3/14/18,II,agg2,VB
3/14/18,IQVP,agg2,FF
3/14/18,KC,hd2,OI
3/14/18,KT,sg,AL
3/14/18,MLJE2,s,HL
3/14/18,MRMG2,s,HL
3/14/18,PU,fd,HD
3/14/18,TLCV2,agg2,AL
3/14/18,TLCV2,sg,HL
3/14/18,TUCU2,s,AL
3/15/18,CA,s,HT
3/15/18,JM,agg1,KT
3/15/18,TO,s,HT
3/15/18,TO,s,HL
3/16/18,BH,sg,IE
3/16/18,BQ,agg3,DC
3/16/18,CA,s,NI
3/16/18,CU,agg2,PB
3/16/18,DC,agg2,BQ
3/16/18,DC,agg2,BS
3/16/18,DU,fd,VB
3/16/18,EQ,agg2,WR
3/16/18,FA,agg2,IR
3/16/18,FF,fd,AL
3/16/18,IE,s,HA
3/16/18,IE,agg3,WQ
3/16/18,IF,agg1,HL
3/16/18,IF,hd2,YO
3/16/18,IQVP,s,HL
3/16/18,JM,agg2,PY
3/16/18,JM,fd,AL
3/16/18,LW,s,HA
3/16/18,MF,agg2,ZI
3/16/18,MVJR2,s,OI
3/16/18,NQ,agg2,WR
3/16/18,SR,agg2,PY
3/16/18,TE,s,AL
3/16/18,TW,s,HA
3/16/18,TW,agg1,HL
3/16/18,TW,agg2,MVJR2
3/16/18,WO,agg2,EQ
3/16/18,WR,agg2,IE
3/16/18,ZE,agg3,PB
3/16/18,ZI,agg2,DC
3/17/18,AXAZ2,s,IQVP
3/17/18,CA,agg2,IR
3/17/18,CA,agg1,ST
3/17/18,DO,agg2,FF
3/17/18,EAET2,s,TUCU2
3/17/18,EV,agg1,WR
3/17/18,HS,agg1,WR
3/17/18,IE,agg2,YR
3/17/18,II,hd2,ST
3/17/18,MLJE2,s,HL
3/17/18,MVJR2,s,AL
3/17/18,MZMD2,sg,AL
3/17/18,NP,agg2,WQ
3/17/18,NW,agg2,OI
3/17/18,PA,agg2,IR
3/17/18,PA,agg3,WQ
3/17/18,PA,fd,WQ
3/17/18,PS,s,NQ
3/17/18,TB,hd2,OI
3/17/18,TLCV2,agg2,AL
3/17/18,TO,agg1,TL
3/17/18,TO,agg1,IQ
3/17/18,TO,agg2,WQ
3/17/18,TU,s,HA
3/17/18,VB,agg2,HC
3/17/18,WQ,agg2,"TO, NI"
3/17/18,WR,s,HS
3/17/18,WR,agg1,HS
3/19/18,AF,s,HJ
3/19/18,AXAZ2,s,IQVP
3/19/18,BH,hd1,HT
3/19/18,DU,fd,IGVD
3/19/18,GL,s,OI
3/19/18,HC,agg2,PU
3/19/18,HL,fd,HAPQ
3/19/18,IE,agg2,VB
3/19/18,IE,s,ZI
3/19/18,JM,agg2,AL
3/19/18,KQ,agg3,VB
3/19/18,MF,agg2,KT
3/19/18,MVJR2,s,AL
3/19/18,MVJR2,agg2,TE
3/19/18,NW,fd,OI
3/19/18,TO,hd2,HS
3/19/18,VB,agg2,KQ
3/20/18,IE,s,NI
3/20/18,IE,agg2,VB
3/20/18,IE,agg1,VB
3/20/18,IY,s,WY
3/20/18,ML,s,HAPQ
3/20/18,VO,agg2,ZP
3/22/18,CRCO2,s,SR
3/22/18,FF,agg2,HS
3/22/18,GV,agg2,JO
3/22/18,NW,agg2,WC
3/22/18,TO,hd1,NI
3/23/18,DC,fd,AR
3/23/18,JM,agg2,HD
3/23/18,MLJE2,agg2,AL
3/23/18,MVJR2,agg2,PA
3/23/18,PF,agg2,FF
3/23/18,TO,hd2,NI
3/23/18,YO,agg1,YR
3/23/18,YO,agg2,YR
3/24/18,AR,agg2,HS
3/24/18,DS,agg3,WQ
3/24/18,EAET2,agg2,HS
3/24/18,FF,s,DG
3/24/18,IGVD,agg3,DC
3/24/18,MF,agg2,KS
3/24/18,NW,agg2,HS
3/24/18,PU,agg3,HS
3/24/18,RK,agg3,DC
3/24/18,WC,agg2,YR
3/24/18,WC,agg3,HS
3/24/18,YO,agg3,FD
3/24/18,YO,agg2,FD
3/26/18,AL,hd2,NQ
3/26/18,BH,c,AL
3/26/18,CU,agg2,PB
3/26/18,DC,fd,IR
3/26/18,DC,agg2,IY
3/26/18,DO,agg2,AR
3/26/18,EQ,agg3,HD
3/26/18,FF,fd,HC
3/26/18,IF,agg2,VO
3/26/18,IQVP,s,YU
3/26/18,JM,s,FF
3/26/18,KS,s,OI
3/26/18,KT,agg1,ST
3/26/18,MLJE2,s,AR
3/26/18,NW,agg2,YR
3/26/18,NW,s,HS
3/26/18,OI,s,HD
3/26/18,PA,agg2,HC
3/26/18,PB,s,OI
3/26/18,RK,agg2,VB
3/26/18,TB,s,HL
3/26/18,TL,s,OI
3/26/18,TLCV2,s,HS
3/26/18,TLCV2,sg,HL
3/26/18,UM,agg3,ZP
3/26/18,VB,agg3,ZI
3/26/18,VB,agg2,ZP
3/26/18,VM,s,HT
3/26/18,WO,agg2,WR
3/26/18,ZP,agg2,WY
3/27/18,AF,sg,WQ
3/27/18,AL,agg2,GV
3/27/18,CRCO2,s,MV
3/27/18,DU,agg2,EZ
3/27/18,DZ,agg2,FF
3/27/18,EZ,agg2,IY
3/27/18,HT,agg2,YU
3/27/18,IF,agg1,HD
3/27/18,IGVD,agg2,AR
3/27/18,JM,s,EY
3/27/18,JM,agg3,IY
3/27/18,KTKJ,s,AL
3/27/18,MF,agg3,TN
3/27/18,NW,agg2,HD
3/27/18,NW,s,OI
3/27/18,QB,s,IE
3/27/18,QEQT,s,FF
3/27/18,SR,hd1,WQ
3/27/18,SR,agg1,FA
3/27/18,TB,agg2,HL
3/27/18,TB,fd,AL
3/27/18,TLCV2,s,YU
3/27/18,TLCV2,agg2,VB
3/27/18,TN,agg2,JM
3/27/18,TN,agg2,DS
3/27/18,TO,hd2,NI
3/27/18,VO,s,SS
3/27/18,VO,agg2,EZ
3/28/18,AF,s,IQ
3/28/18,BH,s,YU
3/28/18,CA,s,YU
3/28/18,CC,agg2,RK
3/28/18,DC,agg2,ZI
3/28/18,DC,agg3,FD
3/28/18,EY,agg2,IR
3/28/18,EZ,agg2,IY
3/28/18,IE,agg2,EZ
3/28/18,II,hd2,HD
3/28/18,II,agg1,VB
3/28/18,JM,agg3,VB
3/28/18,JM,agg2,WQ
3/28/18,KT,s,YU
3/28/18,MA,agg2,YU
3/28/18,MF,agg3,TN
3/28/18,MF,agg2,"IE, TN, VO"
3/28/18,MVJR2,s,HL
3/28/18,NW,s,WQ
3/28/18,PU,fd,HC
3/28/18,RK,agg2,HC
3/28/18,TE,agg2,IR
3/28/18,TL,s,YU
3/28/18,TL,agg1,HL
3/28/18,TN,agg2,JM
3/28/18,TN,agg2,DS
3/28/18,TO,sg,YR
3/28/18,VB,agg2,JM
3/28/18,VB,agg3,PG
3/28/18,VO,agg2,EZ
3/28/18,YR,agg2,HT
3/28/18,YU,agg2,HT
3/29/18,AL,s,HA
3/29/18,AL,agg2,YR
3/29/18,BH,sg,AL
3/29/18,DO,fd,VB
3/29/18,DU,fd,IQ
3/29/18,EZ,agg2,GV
3/29/18,FF,agg2,IY
3/29/18,FF,s,DG
3/29/18,JM,s,TN
3/29/18,JM,sg,IF
3/29/18,KC,s,YU
3/29/18,KT,hd1,HT
3/29/18,ML,s,NI
3/29/18,NI,s,YU
3/29/18,NW,agg2,IR
3/29/18,PB,agg2,EZ
3/29/18,ST,agg2,YU
3/29/18,TB,s,HL
3/29/18,TE,fd,IQVP
3/29/18,TE,fd,HL
3/29/18,TLCV2,s,EQ
3/29/18,TO,agg2,HL
3/29/18,TO,hd2,HS
3/29/18,TO,s,HJ
3/29/18,TO,hd1,OI
3/29/18,VO,agg2,TN
4/3/18,BH,hd2,HT
4/3/18,HT,s,HD
4/3/18,KT,hd1,HT
4/3/18,SR,hd2,HD
4/3/18,TO,agg1,NI
4/5/18,AR,agg2,HS
4/5/18,AR,agg3,HS
4/5/18,BH,agg2,ST
4/5/18,CR,agg1,AR
4/5/18,DC,sg,WQ
4/5/18,DU,agg2,IR
4/5/18,FG,agg2,TT
4/5/18,HL,agg2,AR
4/5/18,HL,agg3,AR
4/5/18,IQVD,s,AL
4/5/18,JM,agg2,VB
4/5/18,JM,agg2,II
4/5/18,KQ,sg,ZI
4/5/18,MA,s,YR
4/5/18,MRMG2,s,IF
4/5/18,PY,fd,AR
4/5/18,QE,agg3,AF
4/5/18,RK,sg,FF
4/5/18,TB,agg3,HC
4/5/18,TE,agg2,HC
4/5/18,TO,hd2,WY
4/5/18,TT,agg2,VO
4/5/18,TT,agg2,FD
4/5/18,VB,agg2,WY
4/5/18,VB,agg2,AR
4/5/18,VO,fd,GV
4/5/18,YO,G1,YR
4/6/18,AF,s,YU
4/6/18,AR,agg2,HD
4/6/18,AXAZ2,agg2,YR
4/6/18,CU,agg2,VB
4/6/18,EQ,agg1,YR
4/6/18,HL,s,AR
4/6/18,IE,agg1,HA
4/6/18,KS,s,NI
4/6/18,MF,s,HA
4/6/18,MV,agg1,HA
4/6/18,PM,agg2,HC
4/6/18,QT,s,CA
4/6/18,TE,agg2,ML
4/6/18,TW,agg1,ML
4/6/18,VO,agg1,HL
4/6/18,YR,agg2,"WQ, EQ"
4/7/18,DC,agg2,IR
4/7/18,DO,sg,AR
4/7/18,FA,agg2,SS
4/7/18,IR,agg3,MA
4/7/18,IR,agg2,MA
4/7/18,IY,agg2,YR
4/7/18,IY,agg2,HS
4/7/18,JM,agg2,FF
4/7/18,KC,fd,MZ
4/7/18,KC,hd2,HD
4/7/18,MA,agg2,HS
4/7/18,ML,agg2,IQVP
4/7/18,MVJR2,agg2,IY
4/7/18,TLCV2,s,HC
4/7/18,TN,hd2,OI
4/7/18,YO,agg2,YR
4/9/18,AXAZ2,s,IQVP
4/9/18,CA,agg2,PU
4/9/18,CA,agg3,PU
4/9/18,CC,fd,IY
4/9/18,DU,agg2,HC
4/9/18,FA,agg2,IR
4/9/18,JM,agg2,II
4/9/18,PA,agg2,YR
4/9/18,PU,agg2,GV
4/9/18,PU,agg1,YR
4/9/18,QB,agg3,CA
4/9/18,QI,agg3,VB
4/9/18,QI,agg2,CA
4/9/18,QS,agg2,VB
4/9/18,TE,hd1,OI
4/9/18,UM,agg2,VB
4/9/18,VB,agg2,QI
4/10/18,ALAL2,s,HC
4/10/18,BH,sg,ALAL2
4/10/18,CC,agg3,IF
4/10/18,CC,agg2,IF
4/10/18,EZ,agg1,GL
4/10/18,HD,s,HC
4/10/18,HL,agg2,EZ
4/10/18,IG,agg2,NI
4/10/18,IGVD,fd,OI
4/10/18,II,fd,AR
4/10/18,IQVP,agg2,HD
4/10/18,KT,hd1,YR
4/10/18,NW,agg1,WY
4/10/18,NW,agg2,YU
4/10/18,PU,agg2,YR
4/10/18,PU,s,OI
4/10/18,ST,agg2,YU
4/10/18,TB,agg2,PB
4/10/18,TLCV2,agg2,DG
4/10/18,TUCU2,agg2,VB
4/10/18,TWTY2,s,HL
4/11/18,CR,agg3,FF
4/11/18,DC,agg2,SR
4/11/18,EA,agg2,SR
4/11/18,EAET2,agg2,SR
4/11/18,EAET2,agg3,SR
4/11/18,FA,agg3,ZI
4/11/18,HS,s,OI
4/11/18,KTKJ,s,HLPS
4/11/18,LQ,agg3,SS
4/11/18,MA,agg1,IR
4/11/18,MA,agg2,IR
4/11/18,MA,agg2,HD
4/11/18,PM,agg2,ZI
4/11/18,SR,agg2,DG
4/11/18,SR,agg1,DC
4/11/18,SS,agg2,LQ
4/13/18,AF,agg2,HC
4/13/18,AF,hd2,ST
4/13/18,ALAL2,hd2,WR
4/13/18,DO,agg1,JR
4/13/18,DO,agg2,AR
4/13/18,DO,agg2,TT
4/13/18,DU,agg2,WY
4/13/18,FF,hd1,HD
4/13/18,IF,agg2,HD
4/13/18,IGVD,agg2,HL
4/13/18,JL,agg2,GV
4/13/18,KC,agg1,FD
4/13/18,KC,hd1,FD
4/13/18,KC,hd2,HD
4/13/18,ML,agg2,TL
4/13/18,MRMG2,s,HL
4/13/18,MZ,s,IF
4/13/18,QB,agg3,JR
4/13/18,SR,s,AF
4/13/18,TB,s,HT
4/13/18,TB,agg2,WY
4/13/18,TUCU2,agg3,HT
4/13/18,VB,agg2,HD
4/13/18,VI,agg1,HL
4/13/18,VI,agg1,SR
4/13/18,VI,s,AR
4/13/18,VO,agg1,YR
4/13/18,YO,s,AR
4/13/18,YO,agg3,HD
4/14/18,CE,s,OI
4/14/18,CU,agg1,PB
4/14/18,DC,fd,IY
4/14/18,DO,s,YU
4/14/18,DO,sg,AR
4/14/18,DO,agg2,PG
4/14/18,DU,s,EQ
4/14/18,FF,agg1,HL
4/14/18,FF,agg2,PY
4/14/18,FF,agg2,HC
4/14/18,HJ,agg2,WR
4/14/18,IF,s,NI
4/14/18,IF,agg2,AR
4/14/18,II,fd,AL
4/14/18,JM,agg2,ML
4/14/18,JR,agg1,KT
4/14/18,KQ,sg,FF
4/14/18,LV,s,NI
4/14/18,MA,s,OI
4/14/18,MA,agg2,HS
4/14/18,MZ,s,TO
4/14/18,PB,agg3,DG
4/14/18,PF,agg2,MA
4/14/18,PF,agg2,AR
4/14/18,PF,agg2,TN
4/14/18,PU,agg2,YU
4/14/18,TN,agg2,FF
4/14/18,TS2,s,OI
4/14/18,WY,s,NI
4/17/18,AX,s,FD
4/17/18,BZ,agg2,FA
4/17/18,CA,sg,HJ
4/17/18,CA,agg2,BS
4/17/18,CE,agg3,OI
4/17/18,CRCO2,s,II
4/17/18,DC,fd,ZI
4/17/18,EQ,agg1,HS
4/17/18,EQ,s,HS
4/17/18,FA,agg3,BZ
4/17/18,IR,s,OI
4/17/18,KC,hd2,HD
4/17/18,KQ,agg2,AR
4/17/18,KT,hd2,HT
4/17/18,NW,agg2,HD
4/17/18,OI,agg2,WO
4/17/18,PU,agg1,OI
4/17/18,SS,agg2,HC
4/17/18,TE,agg2,OI
4/17/18,TN,hd2,YU
4/17/18,TN,agg2,MF
4/17/18,TO,hd1,OI
4/17/18,TS2,agg3,FD
4/17/18,TU,agg,EZ
4/17/18,WO,agg3,OI
4/17/18,WO,s,HD
4/18/18,CA,agg2,PA
4/18/18,CC,agg2,ZE
4/18/18,CE,s,OI
4/18/18,FF,agg2,SR
4/18/18,HC,agg2,YR
4/18/18,IF,s,HA
4/18/18,II,fd,VB
4/18/18,II,agg2,AR
4/18/18,IQVP,s,HL
4/18/18,JM,agg3,SR
4/18/18,KC,hd2,HD
4/18/18,LQ,agg2,NI
4/18/18,LV,s,HL
4/18/18,MZ,s,YU
4/18/18,RK,agg2,CA
4/18/18,SR,s,FF
4/18/18,SS,sg,YU
4/18/18,TE,hd2,NI
4/18/18,TE,agg2,HD
4/18/18,TLCV2,agg2,IR
4/18/18,TO,agg1,HA
4/18/18,TW,hd1,WY
4/18/18,UM,agg2,DC
4/18/18,VO,agg2,GL
4/18/18,ZI,agg2,IY
4/19/18,IQ,s,WR
4/19/18,SR,fd,DG
4/19/18,WO,agg1,WR
4/20/18,BH,sg,CC
4/20/18,EZ,agg2,HD
4/20/18,HJ,s,OI
4/20/18,HL,agg1,YR
4/20/18,IE,agg2,WO
4/20/18,IE,agg2,VB
4/20/18,IF,s,HA
4/20/18,IF,agg3,EZ
4/20/18,II,agg1,PY
4/20/18,II,agg3,EZ
4/20/18,JL,s,DG
4/20/18,JM,agg2,PY
4/20/18,JM,agg2,FF
4/20/18,LQ,s,VM
4/20/18,LV,agg1,JR
4/20/18,ML,s,YU
4/20/18,MVJR2,s,HL
4/20/18,MZ,s,WR
4/20/18,PB,agg3,EZ
4/20/18,SS,agg2,DG
4/20/18,TE,agg2,ML
4/20/18,TN,hd1,PU
4/20/18,TT,s,YU
4/20/18,TW,agg1,HL
4/20/18,WR,s,OI
4/20/18,YR,agg1,NI
4/20/18,ZE,s,OI
4/21/18,ALAL2,s,YU
4/21/18,ALAL2,s,HD
4/21/18,BH,agg2,PA
4/21/18,CC,s,NI
4/21/18,DS,agg2,PA
4/21/18,DU,s,OI
4/21/18,DZ,hd1,NI
4/21/18,FF,s,GV
4/21/18,IE,agg2,FD
4/21/18,II,fd,DG
4/21/18,IR,agg1,AR
4/21/18,JM,hd2,ST
4/21/18,JR,agg2,IF
4/21/18,KC,agg2,YU
4/21/18,KT,hd1,HT
4/21/18,LQ,s,OI
4/21/18,LW,s,NI
4/21/18,MF,agg1,SR
4/21/18,MF,agg1,PY
4/21/18,MZ,s,WO
4/21/18,NW,agg2,OI
4/21/18,QE,s,AR
4/21/18,SR,s,GV
4/21/18,TE,agg2,VB
4/21/18,TE,s,ALAL2
4/21/18,TN,hd2,PU
4/21/18,TO,hd2,OI
4/21/18,TU,s,FD
4/21/18,TW,agg1,HL
4/23/18,AXAZ2,s,HD
4/23/18,BH,s,HC
4/23/18,CC,agg2,IF
4/23/18,CC,agg2,RK
4/23/18,CF,agg2,IF
4/23/18,DU,agg2,SS
4/23/18,DZ,s,IQ
4/23/18,EQ,agg2,JO
4/23/18,FF,sg,SR
4/23/18,GL,agg2,HS
4/23/18,IF,agg2,TE
4/23/18,IQ,agg2,HT
4/23/18,JM,fd,IY
4/23/18,JM,hd2,HD
4/23/18,JO,G1,HD
4/23/18,KQ,agg2,PA
4/23/18,KQ,agg2,IY
4/23/18,LQ,agg1,TL
4/23/18,MA,agg3,WY
4/23/18,MF,agg2,HT
4/23/18,MR,agg2,JM
4/23/18,MRMG2,agg2,TO
4/23/18,MRMG2,agg2,TE
4/23/18,NI,agg2,HS
4/23/18,PB,agg3,VB
4/23/18,PF,agg2,HC
4/23/18,QI,agg2,BS
4/23/18,QS,agg3,WQ
4/23/18,TE,agg2,"MZ, MVJR2"
4/23/18,TL,H2D,HT
4/25/18,DO,agg2,HC
4/25/18,DZ,s,HL
4/25/18,HC,s,HD
4/25/18,IF,agg2,SR
4/25/18,II,agg2,DG
4/25/18,JM,agg3,PB
4/25/18,JR,agg2,FF
4/25/18,KC,agg2,WQ
4/25/18,KT,s,HA
4/25/18,KT,hd2,HT
4/25/18,MA,s,YU
4/25/18,NI,s,OI
4/25/18,PU,s,YU
4/25/18,PY,agg2,VB
4/25/18,TB,agg1,NI
4/25/18,TE,agg2,TO
4/25/18,TL,hd1,HT
4/25/18,TU,hd1,YU
4/25/18,TW,agg2,ML
4/25/18,VI,agg2,PY
4/26/18,ALAL2,s,HAPQ
4/26/18,BH,fd,ALAL2
4/26/18,CA,agg3,DG
4/26/18,DC,agg2,ZI
4/26/18,DG,agg2,CA
4/26/18,NW,agg2,PU
4/26/18,RK,agg2,VB
4/26/18,SS,sg,WQ
4/26/18,TN,agg2,SR
4/26/18,TN,s,FF
4/27/18,CC,agg2,TO
4/27/18,CE,s,NI
4/27/18,CG,agg2,HC
4/27/18,CRCO2,agg2,PB
4/27/18,CU,agg3,PF
4/27/18,DO,agg2,FF
4/27/18,DZ,s,YU
4/27/18,IF,agg2,HC
4/27/18,JO,s,HD
4/27/18,JR,agg3,VB
4/27/18,KC,agg1,PY
4/27/18,KQ,agg2,PA
4/27/18,KQ,agg3,DG
4/27/18,LQ,agg2,TL
4/27/18,LT,agg2,CF
4/27/18,MF,agg2,DU
4/27/18,MF,s,IE
4/27/18,NW,s,NI
4/27/18,NW,s,YU
4/27/18,RK,agg3,VB
4/27/18,RK,agg3,JO
4/27/18,RK,agg3,NI
4/27/18,RK,agg2,SS
4/27/18,SR,s,FF
4/27/18,SR,agg1,KC
4/27/18,TB,s,HL
4/27/18,TB,agg1,TO
4/27/18,TE,agg1,TO
4/27/18,TN,agg3,WQ
4/27/18,TN,s,HC
4/27/18,TO,s,NI
4/27/18,TU,s,HA
4/27/18,TU,hd2,HS
4/27/18,VB,agg2,AR
4/27/18,VB,agg2,JR
4/27/18,WY,agg2,YE
4/28/18,DU,agg2,FF
4/28/18,EA,agg1,AR
4/28/18,FD,agg2,HS
4/28/18,FF,agg1,PY
4/28/18,FF,hd2,HD
4/28/18,FF,agg2,DG
4/28/18,IF,agg2,WR
4/28/18,II,fd,DC
4/28/18,JR,agg1,KT
4/28/18,JR,agg2,PY
4/28/18,KQ,agg2,EZ
4/28/18,KT,s,HA
4/28/18,LQ,agg1,NI
4/28/18,MZ,s,TO
4/28/18,MZ,agg2,ALAL2
4/28/18,PA,agg2,YR
4/28/18,PU,s,OI
4/28/18,SR,agg1,DG
4/28/18,TE,s,TO
4/28/18,VI,agg3,IF
4/28/18,VO,fd,HC
4/28/18,WO,G2,PU
4/28/18,YR,agg1,NI
4/28/18,YU,agg2,TROOP
4/30/18,AR,agg2,WY
4/30/18,CA,agg2,WQ
4/30/18,CF,agg2,IY
4/30/18,DS,agg3,MV
4/30/18,DS,agg3,MZMD2
4/30/18,DU,agg2,VB
4/30/18,EV,agg3,HL
4/30/18,EZ,agg2,ZP
4/30/18,EZ,agg2,HC
4/30/18,FF,agg2,PY
4/30/18,HL,agg3,ZI
4/30/18,JM,agg2,HD
4/30/18,MF,agg3,MZ
4/30/18,SS,agg2,IR
4/30/18,TU,sg,TN
4/30/18,ZI,agg2,AR
4/30/18,ZI,agg2,EZ
4/30/18,ZI,agg3,EZ
5/1/18,AF,agg1,GL
5/1/18,BH,agg2,AF
5/1/18,BS,agg3,WQ
5/1/18,CC,agg3,FF
5/1/18,CC,agg2,AR
5/1/18,DS,sg,JR
5/1/18,DU,agg2,AR
5/1/18,EY,hd2,WY
5/1/18,GL,agg1,NP
5/1/18,II,s,NI
5/1/18,II,agg2,FF
5/1/18,JM,agg2,HD
5/1/18,JR,agg3,SR
5/1/18,KJ,agg3,KT
5/1/18,LQ,agg2,CC
5/1/18,MZ,s,TN
5/1/18,NI,agg2,II
5/1/18,NW,agg2,HD
5/1/18,TE,agg2,ST
5/1/18,TO,agg3,HA
5/1/18,TO,hd2,OI
5/2/18,AF,s,GL
5/2/18,AF,agg1,GL
5/2/18,EA,hd1,HD
5/2/18,GL,agg1,NP
5/2/18,JR,agg2,TO
5/2/18,KQ,agg1,NI
5/2/18,KT,hd1,HT
5/2/18,LV,s,LW
5/2/18,MR,s,AX
5/2/18,TB,s,NI
5/2/18,TO,s,OI
5/2/18,TO,hd2,OI
5/2/18,TW,s,YU
5/3/18,CA,agg2,PA
5/3/18,CE,s,EZ
5/3/18,CU,agg1,EZ
5/3/18,DU,sg,II
5/3/18,FG,agg3,CU
5/3/18,GV,agg2,HT
5/3/18,HD,agg2,EQ
5/3/18,IF,agg3,ZI
