Troop,Date,OBS,Avoider,Infant ID Avoider,Type of Avoid,Avoided,Infant ID Avoided,Notes,Entered By,Column1
NMU,2020-10-05,BLM,JR,,agg2,BZ,,,EMD,
NMU,2020-10-05,BLM,IG,,agg2,HA,,,EMD,
NMU,2020-10-05,BLM,HC,,agg2,YJ,,,EMD,
NMU,2020-10-05,BLM,YS,,agg2,WQ,,,EMD,
NMU,2020-10-05,JPK,AF,,agg1,JP2,,,EMD,
NMU,2020-10-05,JPK,JP2,,agg1,IF,IX,,EMD,
NMU,2020-10-05,JPK,JR,,agg3,WR,,,EMD,
NMU,2020-10-05,JPK,HS,,agg1,YR,,,EMD,
NMU,2020-10-05,JPK,DG,,agg1,WQ,,,EMD,
NMU,2020-10-05,JPK,YI,,agg1,HD,,,EMD,
NMU,2020-10-06,FRM,HS,,s,DG,,,EMD,
NMU,2020-10-06,BLM,DS,,s,YS,,,EMD,
NMU,2020-10-06,BLM,TL,,hd2,EQ,,,EMD,
NMU,2020-10-06,BLM,MZ,,fd,IG,,,EMD,
NMU,2020-10-06,BLM,JM,,agg2,HA,,,EMD,
NMU,2020-10-06,BLM,DO,,hd2,EQ,,,EMD,
NMU,2020-10-06,BLM,TY2,,agg3,JV,,,EMD,
NMU,2020-10-06,BLM,IG,,s,SAM,,New Male,EMD,
NMU,2020-10-06,BLM,TL,,hd1,EZ,,,EMD,
NMU,2020-10-06,BLM,FG,,agg2,PY,,,EMD,
NMU,2020-10-06,BLM,VO,,agg2,LQ,,,EMD,
NMU,2020-10-06,BLM,DO,,fg1,YU,,,EMD,
NMU,2020-10-06,JPK,CA,,mob,TROOP,,Polyadic,EMD,
NMU,2020-10-06,JPK,DZ,,agg3,CA,,,EMD,
NMU,2020-10-06,JPK,SAM,,agg2,DC,,New Male,EMD,
NMU,2020-10-06,JPK,YI,,agg3,YE,,,EMD,
NMU,2020-10-06,JPK,YU,,agg2,YI,,,EMD,
NMU,2020-10-06,JPK,TW,,agg2,YI,,,EMD,
NMU,2020-10-06,JPK,TE,,s,"YI, YE",,Polyadic,EMD,
NMU,2020-10-06,JPK,YE,,agg1,EQ,,,EMD,
NMU,2020-10-06,FRM,HS,,s,DG,,,EMD,
NMU,2020-10-06,BLM,DS,,s,YS,,,EMD,
NMU,2020-10-06,BLM,TL,,hd2,EQ,,,EMD,
NMU,2020-10-06,BLM,MZ,,fd,IG,,,EMD,
NMU,2020-10-06,BLM,JM,,agg2,HA,,,EMD,
NMU,2020-10-06,BLM,DO,,hd2,EQ,,,EMD,
NMU,2020-10-06,BLM,TY2,,agg3,JV,,,EMD,
NMU,2020-10-06,BLM,IG,,s,SAM,,New Male,EMD,
NMU,2020-10-06,BLM,TL,,hd1,EZ,,,EMD,
NMU,2020-10-06,BLM,FG,,agg2,PY,,,EMD,
NMU,2020-10-06,BLM,VO,,agg2,LQ,,,EMD,
NMU,2020-10-06,BLM,DO,,fg1,YU,,,EMD,
NMU,2020-10-06,JPK,CA,,mob,TROOP,,Polyadic,EMD,
NMU,2020-10-06,JPK,DZ,,agg3,CA,,,EMD,
NMU,2020-10-06,JPK,SAM,,agg2,DC,,New Male,EMD,
NMU,2020-10-06,JPK,YI,,agg3,YE,,,EMD,
NMU,2020-10-06,JPK,YU,,agg2,YI,,,EMD,
NMU,2020-10-06,JPK,TW,,agg2,YI,,,EMD,
NMU,2020-10-06,JPK,TE,,s,"YI, YE",,Polyadic,EMD,
NMU,2020-10-06,JPK,YE,,agg1,EQ,,,EMD,
NMU,2020-10-08,FRM,IG,,hd2,WQ,,,EMD,
NMU,2020-10-08,FRM,LT,,agg3,PQ,,,EMD,
NMU,2020-10-08,FRM,LT,,agg3,HL,,,EMD,
NMU,2020-10-08,FRM,IG,,sg,PY,,,EMD,
NMU,2020-10-08,FRM,YS,,agg3,WY,,,EMD,
NMU,2020-10-08,FRM,WY,,fd,WR,,,EMD,
NMU,2020-10-08,FRM,YI,,agg3,YS,,,EMD,
NMU,2020-10-08,BLM,MI2,,agg3,MZ,,,EMD,
NMU,2020-10-08,BLM,LQ,,agg2,FP,,,EMD,
NMU,2020-10-08,BLM,BZ,,agg2,OI,,,EMD,
NMU,2020-10-08,BLM,MR,,agg2,"AN2, CQ",,Polyadic,EMD,
NMU,2020-10-08,BLM,AL,,hd1,YL,,,EMD,
NMU,2020-10-08,BLM,TW,,agg2,PY,,,EMD,
NMU,2020-10-08,BLM,AL,,sg,HA,,,EMD,
NMU,2020-10-08,JPK,HA,,fg1,HS,,,EMD,
NMU,2020-10-08,JPK,TL,,hd1,EZ,,,EMD,
NMU,2020-10-08,JPK,FP,,agg3,HC,,,EMD,
NMU,2020-10-08,JPK,PQ,,agg3,CQ,,,EMD,
NMU,2020-10-08,JPK,CQ,,agg2,"ZI, FP",,Polyadic,EMD,
NMU,2020-10-08,JPK,IE,,agg3,JV,,,EMD,
NMU,2020-10-08,JPK,QS,,agg1,OI,,,EMD,
NMU,2020-10-08,JPK,LW,,agg1,KQ,,,EMD,
NMU,2020-10-08,JPK,TO,FM2,agg1,KQ,,,EMD,
NMU,2020-10-08,JPK,HA,,agg3,HS,,,EMD,
NMU,2020-10-08,JPK,HA,,agg1,"HS, OI",,Polyadic,EMD,
NMU,2020-10-08,JPK,PQ,,agg3,HL,PW,,EMD,
NMU,2020-10-08,JPK,HA,,agg3,LW,,,EMD,
NMU,2020-10-08,JPK,PJ,,agg3,HA,,,EMD,
NMU,2020-10-08,JPK,FG,,sg,FU,,,EMD,
NMU,2020-10-08,JPK,FF,FM2,agg3,HS,,,EMD,
NMU,2020-10-08,JPK,YI,,s,HD,,,EMD,
NMU,2020-10-08,JPK,"IG, VO2",,s,HD,,Polyadic,EMD,
NMU,2020-10-08,JPK,YI,,agg3,PB,,,EMD,
NMU,2020-10-08,JPK,PB,,agg1,"WY, YA",,Polyadic,EMD,
NMU,2020-10-08,JPK,PB,,agg1,YA,,,EMD,
NMU,2020-10-08,JPK,PB,,agg2,"YA, QS",,Polyadic,EMD,
NMU,2020-10-08,FRM,IG,,hd2,WQ,,,EMD,
NMU,2020-10-08,FRM,LT,,agg3,PQ,,,EMD,
NMU,2020-10-08,FRM,LT,,agg3,HL,,,EMD,
NMU,2020-10-08,FRM,IG,,sg,PY,,,EMD,
NMU,2020-10-08,FRM,YS,,agg3,WY,,,EMD,
NMU,2020-10-08,FRM,WY,,fd,WR,,,EMD,
NMU,2020-10-08,FRM,YI,,agg3,YS,,,EMD,
NMU,2020-10-08,BLM,MI2,,agg3,MZ,,,EMD,
NMU,2020-10-08,BLM,LQ,,agg2,FP,,,EMD,
NMU,2020-10-08,BLM,BZ,,agg2,OI,,,EMD,
NMU,2020-10-08,BLM,MR,,agg2,"AN2, CQ",,Polyadic,EMD,
NMU,2020-10-08,BLM,AL,,hd1,YL,,,EMD,
NMU,2020-10-08,BLM,TW,,agg2,PY,,,EMD,
NMU,2020-10-08,BLM,AL,,sg,HA,,,EMD,
NMU,2020-10-08,JPK,HA,,fg1,HS,,,EMD,
NMU,2020-10-08,JPK,TL,,hd1,EZ,,,EMD,
NMU,2020-10-08,JPK,FP,,agg3,HC,,,EMD,
NMU,2020-10-08,JPK,PQ,,agg3,CQ,,,EMD,
NMU,2020-10-08,JPK,CQ,,agg2,"ZI, FP",,Polyadic,EMD,
NMU,2020-10-08,JPK,IE,,agg3,JV,,,EMD,
NMU,2020-10-08,JPK,QS,,agg1,OI,,,EMD,
NMU,2020-10-08,JPK,LW,,agg1,KQ,,,EMD,
NMU,2020-10-08,JPK,TO,FM2,agg1,KQ,,,EMD,
NMU,2020-10-08,JPK,HA,,agg3,HS,,,EMD,
NMU,2020-10-08,JPK,HA,,agg1,"HS, OI",,Polyadic,EMD,
NMU,2020-10-08,JPK,PQ,,agg3,HL,PW,,EMD,
NMU,2020-10-08,JPK,HA,,agg3,LW,,,EMD,
NMU,2020-10-08,JPK,PJ,,agg3,HA,,,EMD,
NMU,2020-10-08,JPK,FG,,sg,FU,,,EMD,
NMU,2020-10-08,JPK,FF,FM2,agg3,HS,,,EMD,
NMU,2020-10-08,JPK,YI,,s,HD,,,EMD,
NMU,2020-10-08,JPK,"IG, VO2",,s,HD,,Polyadic,EMD,
NMU,2020-10-08,JPK,YI,,agg3,PB,,,EMD,
NMU,2020-10-08,JPK,PB,,agg1,"WY, YA",,Polyadic,EMD,
NMU,2020-10-08,JPK,PB,,agg1,YA,,,EMD,
NMU,2020-10-08,JPK,PB,,agg2,"YA, QS",,Polyadic,EMD,
NMU,2020-10-09,FRM,TL,,agg1,KT,,,EMD,
NMU,2020-10-09,FRM,CU2,,s,KT,,,EMD,
NMU,2020-10-09,FRM,LV,,agg1,EY,,,EMD,
NMU,2020-10-09,FRM,CQ,,s,HC,,,EMD,
NMU,2020-10-09,FRM,LQ,,agg3,PY,,,EMD,
NMU,2020-10-09,FRM,VO2,,s,PY,,,EMD,
NMU,2020-10-09,FRM,TU,,agg1,IE,,,EMD,
NMU,2020-10-09,FRM,CR,,s,PY,,,EMD,
NMU,2020-10-09,FRM,DU,,hd1,WQ,,,EMD,
NMU,2020-10-09,FRM,DU,,agg2,HL,,,EMD,
NMU,2020-10-09,BLM,JM,,agg2,IG,,,EMD,
NMU,2020-10-09,BLM,IG,,agg2,PU,,,EMD,
NMU,2020-10-09,BLM,IG,,agg2,FD,,,EMD,
NMU,2020-10-09,BLM,TW,,agg2,AL,,,EMD,
NMU,2020-10-09,BLM,SR,,agg1,KC,,,EMD,
NMU,2020-10-09,BLM,AL,,s,HA,,,EMD,
NMU,2020-10-09,BLM,MV,,fd,PY,,,EMD,
NMU,2020-10-09,BLM,QB,,s,SR,,,EMD,
NMU,2020-10-09,BLM,TL,,hd1,EZ,,,EMD,
NMU,2020-10-09,BLM,AL,,hd2,HC,,,EMD,
NMU,2020-10-09,FRM,TL,,agg1,KT,,,EMD,
NMU,2020-10-09,FRM,CU2,,s,KT,,,EMD,
NMU,2020-10-09,FRM,LV,,agg1,EY,,,EMD,
NMU,2020-10-09,FRM,CQ,,s,HC,,,EMD,
NMU,2020-10-09,FRM,LQ,,agg3,PY,,,EMD,
NMU,2020-10-09,FRM,VO2,,s,PY,,,EMD,
NMU,2020-10-09,FRM,TU,,agg1,IE,,,EMD,
NMU,2020-10-09,FRM,CR,,s,PY,,,EMD,
NMU,2020-10-09,FRM,DU,,hd1,WQ,,,EMD,
NMU,2020-10-09,FRM,DU,,agg2,HL,,,EMD,
NMU,2020-10-09,BLM,JM,,agg2,IG,,,EMD,
NMU,2020-10-09,BLM,IG,,agg2,PU,,,EMD,
NMU,2020-10-09,BLM,IG,,agg2,FD,,,EMD,
NMU,2020-10-09,BLM,TW,,agg2,AL,,,EMD,
NMU,2020-10-09,BLM,SR,,agg1,KC,,,EMD,
NMU,2020-10-09,BLM,AL,,s,HA,,,EMD,
NMU,2020-10-09,BLM,MV,,fd,PY,,,EMD,
NMU,2020-10-09,BLM,QB,,s,SR,,,EMD,
NMU,2020-10-09,BLM,TL,,hd1,EZ,,,EMD,
NMU,2020-10-09,BLM,AL,,hd2,HC,,,EMD,
NMU,2020-10-10,JPK,FG,,s,YV,,,EMD,
NMU,2020-10-10,JPK,FG,,s,OI,,,EMD,
NMU,2020-10-10,JPK,KT,,agg1,TE,,,EMD,
NMU,2020-10-10,JPK,IF,IX,agg1,VM,,,EMD,
NMU,2020-10-10,JPK,IQ,,agg3,PU,,,EMD,
NMU,2020-10-10,JPK,AF,,agg1,HA,,,EMD,
NMU,2020-10-10,JPK,FF,,agg3,HA,,,EMD,
NMU,2020-10-10,JPK,IQ,,agg3,"FG, FU",,Polyadic,EMD,
NMU,2020-10-10,JPK,IQ,,agg1,TO,FM2,,EMD,
NMU,2020-10-10,JPK,TO,FM2,agg1,HA,,,EMD,
NMU,2020-10-10,JPK,IQ,,agg1,PY,,,EMD,
NMU,2020-10-10,JPK,FF,,agg2,"PY, IQ",,Polyadic,EMD,
NMU,2020-10-10,JPK,FF,,agg3,PY,,,EMD,
NMU,2020-10-10,JPK,EU2,,agg3,"HD, SN",,Polyadic,EMD,
NMU,2020-10-10,JPK,AF,,agg1,HD,,,EMD,
NMU,2020-10-10,JPK,VO,,agg1,TE,,,EMD,
NMU,2020-10-10,JPK,AF,,agg2,VO,,,EMD,
NMU,2020-10-10,JPK,AF,,agg3,HD,,,EMD,
NMU,2020-10-10,JPK,HD,,agg3,"IY, EQ",,Polyadic,EMD,
NMU,2020-10-10,JPK,IY,,agg2,EQ,,,EMD,
NMU,2020-10-10,JPK,ZI,,agg2,HD,,,EMD,
NMU,2020-10-10,JPK,MJ2,,agg1,EV,,,EMD,
NMU,2020-10-10,JPK,EV,,agg2,VO,,,EMD,
NMU,2020-10-10,JPK,MR,,s,IY,,,EMD,
NMU,2020-10-10,JPK,CR2,,agg2,MR,,,EMD,
NMU,2020-10-10,JPK,TU,,hd1,YR,,,EMD,
NMU,2020-10-10,JPK,VP,,agg3,QS,,,EMD,
NMU,2020-10-10,JPK,ET2,,agg1,HD,,,EMD,
NMU,2020-10-10,JPK,OI,,s,HD,,,EMD,
NMU,2020-10-10,JPK,"EAEM2, YR, TU",,fd4f,"YR, TW, TU, MV",,Polyadic,EMD,
NMU,2020-10-10,FRM,VB,,s,HD,,,EMD,
NMU,2020-10-10,FRM,DU,,sg,PY,,,EMD,
NMU,2020-10-10,FRM,BH,BK,s,YS,,,EMD,
NMU,2020-10-10,FRM,RK,,agg1,BZ,,,EMD,
NMU,2020-10-10,FRM,BZ,,agg2,GV,,,EMD,
NMU,2020-10-10,BLM,VB,,s,HD,,,EMD,
NMU,2020-10-10,BLM,TL,,hd1,EZ,,,EMD,
NMU,2020-10-10,BLM,DO,,agg2,PY,,,EMD,
NMU,2020-10-10,BLM,TE,,agg2,IG,,,EMD,
NMU,2020-10-10,BLM,DL2,,agg2,JR,,,EMD,
NMU,2020-10-10,BLM,BZ,,agg2,GV,,,EMD,
NMU,2020-10-10,BLM,CV2,,agg1,KS,,,EMD,
NMU,2020-10-10,JPK,FG,,s,YV,,,EMD,
NMU,2020-10-10,JPK,FG,,s,OI,,,EMD,
NMU,2020-10-10,JPK,KT,,agg1,TE,,,EMD,
NMU,2020-10-10,JPK,IF,IX,agg1,VM,,,EMD,
NMU,2020-10-10,JPK,IQ,,agg3,PU,,,EMD,
NMU,2020-10-10,JPK,AF,,agg1,HA,,,EMD,
NMU,2020-10-10,JPK,FF,,agg3,HA,,,EMD,
NMU,2020-10-10,JPK,IQ,,agg3,"FG, FU",,Polyadic,EMD,
NMU,2020-10-10,JPK,IQ,,agg1,TO,FM2,,EMD,
NMU,2020-10-10,JPK,TO,FM2,agg1,HA,,,EMD,
NMU,2020-10-10,JPK,IQ,,agg1,PY,,,EMD,
NMU,2020-10-10,JPK,FF,,agg2,"PY, IQ",,Polyadic,EMD,
NMU,2020-10-10,JPK,FF,,agg3,PY,,,EMD,
NMU,2020-10-10,JPK,EU2,,agg3,"HD, SN",,Polyadic,EMD,
NMU,2020-10-10,JPK,AF,,agg1,HD,,,EMD,
NMU,2020-10-10,JPK,VO,,agg1,TE,,,EMD,
NMU,2020-10-10,JPK,AF,,agg2,VO,,,EMD,
NMU,2020-10-10,JPK,AF,,agg3,HD,,,EMD,
NMU,2020-10-10,JPK,HD,,agg3,"IY, EQ",,Polyadic,EMD,
NMU,2020-10-10,JPK,IY,,agg2,EQ,,,EMD,
NMU,2020-10-10,JPK,ZI,,agg2,HD,,,EMD,
NMU,2020-10-10,JPK,MJ2,,agg1,EV,,,EMD,
NMU,2020-10-10,JPK,EV,,agg2,VO,,,EMD,
NMU,2020-10-10,JPK,MR,,s,IY,,,EMD,
NMU,2020-10-10,JPK,CR2,,agg2,MR,,,EMD,
NMU,2020-10-10,JPK,TU,,hd1,YR,,,EMD,
NMU,2020-10-10,JPK,VP,,agg3,QS,,,EMD,
NMU,2020-10-10,JPK,ET2,,agg1,HD,,,EMD,
NMU,2020-10-10,JPK,OI,,s,HD,,,EMD,
NMU,2020-10-10,JPK,"EAEM2, YR, TU",,fd4f,"YR, TW, TU, MV",,Polyadic,EMD,
NMU,2020-10-10,FRM,VB,,s,HD,,,EMD,
NMU,2020-10-10,FRM,DU,,sg,PY,,,EMD,
NMU,2020-10-10,FRM,BH,BK,s,YS,,,EMD,
NMU,2020-10-10,FRM,RK,,agg1,BZ,,,EMD,
NMU,2020-10-10,FRM,BZ,,agg2,GV,,,EMD,
NMU,2020-10-10,BLM,VB,,s,HD,,,EMD,
NMU,2020-10-10,BLM,TL,,hd1,EZ,,,EMD,
NMU,2020-10-10,BLM,DO,,agg2,PY,,,EMD,
NMU,2020-10-10,BLM,TE,,agg2,IG,,,EMD,
NMU,2020-10-10,BLM,DL2,,agg2,JR,,,EMD,
NMU,2020-10-10,BLM,BZ,,agg2,GV,,,EMD,
NMU,2020-10-10,BLM,CV2,,agg1,KS,,,EMD,
NMU,2020-10-13,JPK,JR,,agg2,KC,,,EMD,
NMU,2020-10-13,JPK,KC,,agg1,TE,,,EMD,
NMU,2020-10-13,JPK,KS,,agg3,"CC, LQ",,Polyadic,EMD,
NMU,2020-10-13,JPK,DU,,hd2,WQ,,,EMD,
NMU,2020-10-13,JPK,AL,,agg2,ZI,,,EMD,
NMU,2020-10-13,JPK,ZI,,agg1,YU,,,EMD,
NMU,2020-10-13,JPK,CU2,,agg3,KC,,,EMD,
NMU,2020-10-13,JPK,CU2,,agg1,DZ,,,EMD,
NMU,2020-10-13,FRM,JV,,agg3,JR2,,,EMD,
NMU,2020-10-13,FRM,HD,,agg3,YR,,,EMD,
NMU,2020-10-13,FRM,YR,,agg2,HD,,,EMD,
NMU,2020-10-13,FRM,YR,,agg2,"HD, WC",,Polyadic,EMD,
NMU,2020-10-13,FRM,EA,,agg2,YR,,,EMD,
NMU,2020-10-13,FRM,IY,,agg2,YR,,,EMD,
NMU,2020-10-13,FRM,LH,,agg1,CQ,,,EMD,
NMU,2020-10-13,BLM,YU,,agg2,DG,,,EMD,
NMU,2020-10-13,BLM,YE,,agg2,HS,,,EMD,
NMU,2020-10-13,BLM,FG,,agg2,CA,,,EMD,
NMU,2020-10-13,BLM,JR,,agg3,HJ,,,EMD,
NMU,2020-10-13,BLM,IG,,fd,HA,,,EMD,
NMU,2020-10-13,BLM,JM,,hd1,FD,,,EMD,
NMU,2020-10-13,BLM,YJ,,agg2,CA,,,EMD,
NMU,2020-10-13,BLM,JM,,agg2,CA,,,EMD,
NMU,2020-10-13,BLM,HS,,agg2,WQ,,,EMD,
NMU,2020-10-13,JPK,JR,,agg2,KC,,,EMD,
NMU,2020-10-13,JPK,KC,,agg1,TE,,,EMD,
NMU,2020-10-13,JPK,KS,,agg3,"CC, LQ",,Polyadic,EMD,
NMU,2020-10-13,JPK,DU,,hd2,WQ,,,EMD,
NMU,2020-10-13,JPK,AL,,agg2,ZI,,,EMD,
NMU,2020-10-13,JPK,ZI,,agg1,YU,,,EMD,
NMU,2020-10-13,JPK,CU2,,agg3,KC,,,EMD,
NMU,2020-10-13,JPK,CU2,,agg1,DZ,,,EMD,
NMU,2020-10-13,FRM,JV,,agg3,JR2,,,EMD,
NMU,2020-10-13,FRM,HD,,agg3,YR,,,EMD,
NMU,2020-10-13,FRM,YR,,agg2,HD,,,EMD,
NMU,2020-10-13,FRM,YR,,agg2,"HD, WC",,Polyadic,EMD,
NMU,2020-10-13,FRM,EA,,agg2,YR,,,EMD,
NMU,2020-10-13,FRM,IY,,agg2,YR,,,EMD,
NMU,2020-10-13,FRM,LH,,agg1,CQ,,,EMD,
NMU,2020-10-13,BLM,YU,,agg2,DG,,,EMD,
NMU,2020-10-13,BLM,YE,,agg2,HS,,,EMD,
NMU,2020-10-13,BLM,FG,,agg2,CA,,,EMD,
NMU,2020-10-13,BLM,JR,,agg3,HJ,,,EMD,
NMU,2020-10-13,BLM,IG,,fd,HA,,,EMD,
NMU,2020-10-13,BLM,JM,,hd1,FD,,,EMD,
NMU,2020-10-13,BLM,YJ,,agg2,CA,,,EMD,
NMU,2020-10-13,BLM,JM,,agg2,CA,,,EMD,
NMU,2020-10-13,BLM,HS,,agg2,WQ,,,EMD,
NMU,2020-10-15,JPK,SZ,,agg3,PB,,,EMD,
NMU,2020-10-15,JPK,YL,,s,FP,,,EMD,
NMU,2020-10-15,JPK,DO,,agg1,YL,,,EMD,
NMU,2020-10-15,JPK,DO,,sg,BQ,,,EMD,
NMU,2020-10-15,JPK,EY,,agg1,HA,,,EMD,
NMU,2020-10-15,JPK,YU,,s,HD,,,EMD,
NMU,2020-10-15,JPK,FG,,agg2,QS,,,EMD,
NMU,2020-10-15,JPK,KQ,,agg3,CA,,,EMD,
NMU,2020-10-15,JPK,CA,,agg2,"IY, KQ",,Polyadic,EMD,
NMU,2020-10-15,JPK,KQ,,agg2,CA,,,EMD,
NMU,2020-10-15,JPK,DO,,agg2,TO,FM2,,EMD,
NMU,2020-10-15,JPK,KJ,,agg2,YV,,,EMD,
NMU,2020-10-15,JPK,CU2,,agg1,YL,,,EMD,
NMU,2020-10-15,JPK,FD,,s,"YG, MV",,Polyadic,EMD,
NMU,2020-10-15,JPK,CR,,agg1,YE,,,EMD,
NMU,2020-10-15,JPK,MR,,agg2,JM,,,EMD,
NMU,2020-10-15,JPK,MR,,agg2,"JM, JR",,Polyadic,EMD,
NMU,2020-10-15,JPK,JM,,agg3,PB,,,EMD,
NMU,2020-10-15,JPK,MR,,agg2,JM,,,EMD,
NMU,2020-10-15,JPK,JR,,s,PB,,,EMD,
NMU,2020-10-15,JPK,FG,,fg1,PB,,,EMD,
NMU,2020-10-15,FRM,OI,,s,FD,,,EMD,
NMU,2020-10-15,FRM,QI,,s,YR,,,EMD,
NMU,2020-10-15,BLM,KQ,,agg1,FP,,,EMD,
NMU,2020-10-15,BLM,CR,,hd2,PB,,,EMD,
NMU,2020-10-15,BLM,CF,,hd1,VB,,,EMD,
NMU,2020-10-15,BLM,LW,,s,PB,,,EMD,
NMU,2020-10-15,BLM,AL,,hd1,FP,,,EMD,
NMU,2020-10-15,BLM,JM,,agg2,FP,,,EMD,
NMU,2020-10-15,BLM,QE,,fd,KC,,,EMD,
NMU,2020-10-15,BLM,KL2,,agg3,KT,,,EMD,
NMU,2020-10-15,BLM,TE,,hd1,HC,,,EMD,
NMU,2020-10-15,BLM,BQ,,fg1,DC,,,EMD,
NMU,2020-10-15,BLM,AF,,s,YG,,,EMD,
NMU,2020-10-15,JPK,SZ,,agg3,PB,,,EMD,
NMU,2020-10-15,JPK,YL,,s,FP,,,EMD,
NMU,2020-10-15,JPK,DO,,agg1,YL,,,EMD,
NMU,2020-10-15,JPK,DO,,sg,BQ,,,EMD,
NMU,2020-10-15,JPK,EY,,agg1,HA,,,EMD,
NMU,2020-10-15,JPK,YU,,s,HD,,,EMD,
NMU,2020-10-15,JPK,FG,,agg2,QS,,,EMD,
NMU,2020-10-15,JPK,KQ,,agg3,CA,,,EMD,
NMU,2020-10-15,JPK,CA,,agg2,"IY, KQ",,Polyadic,EMD,
NMU,2020-10-15,JPK,KQ,,agg2,CA,,,EMD,
NMU,2020-10-15,JPK,DO,,agg2,TO,FM2,,EMD,
NMU,2020-10-15,JPK,KJ,,agg2,YV,,,EMD,
NMU,2020-10-15,JPK,CU2,,agg1,YL,,,EMD,
NMU,2020-10-15,JPK,FD,,s,"YG, MV",,Polyadic,EMD,
NMU,2020-10-15,JPK,CR,,agg1,YE,,,EMD,
NMU,2020-10-15,JPK,MR,,agg2,JM,,,EMD,
NMU,2020-10-15,JPK,MR,,agg2,"JM, JR",,Polyadic,EMD,
NMU,2020-10-15,JPK,JM,,agg3,PB,,,EMD,
NMU,2020-10-15,JPK,MR,,agg2,JM,,,EMD,
NMU,2020-10-15,JPK,JR,,s,PB,,,EMD,
NMU,2020-10-15,JPK,FG,,fg1,PB,,,EMD,
NMU,2020-10-15,FRM,OI,,s,FD,,,EMD,
NMU,2020-10-15,FRM,QI,,s,YR,,,EMD,
NMU,2020-10-15,BLM,KQ,,agg1,FP,,,EMD,
NMU,2020-10-15,BLM,CR,,hd2,PB,,,EMD,
NMU,2020-10-15,BLM,CF,,hd1,VB,,,EMD,
NMU,2020-10-15,BLM,LW,,s,PB,,,EMD,
NMU,2020-10-15,BLM,AL,,hd1,FP,,,EMD,
NMU,2020-10-15,BLM,JM,,agg2,FP,,,EMD,
NMU,2020-10-15,BLM,QE,,fd,KC,,,EMD,
NMU,2020-10-15,BLM,KL2,,agg3,KT,,,EMD,
NMU,2020-10-15,BLM,TE,,hd1,HC,,,EMD,
NMU,2020-10-15,BLM,BQ,,fg1,DC,,,EMD,
NMU,2020-10-15,BLM,AF,,s,YG,,,EMD,
NMU,2020-10-16,JPK,TW,,hd2,WQ,,,EMD,
NMU,2020-10-16,BLM,GV,,agg2,WQ,,,EMD,
NMU,2020-10-16,BLM,HJ,,agg2,WQ,,,EMD,
NMU,2020-10-16,BLM,WQ,,agg2,"HJ, PU",,Polyadic,EMD,
NMU,2020-10-16,BLM,PB,,agg2,HJ,,,EMD,
NMU,2020-10-16,BLM,KT,,s,ZI ,,,EMD,
NMU,2020-10-16,BLM,IQ,,s,VI,,,EMD,
NMU,2020-10-16,BLM,DO,,s,WR,,,EMD,
NMU,2020-10-16,BLM,AF,,s,WR,,,EMD,
NMU,2020-10-16,JPK,TW,,hd2,WQ,,,EMD,
NMU,2020-10-16,BLM,GV,,agg2,WQ,,,EMD,
NMU,2020-10-16,BLM,HJ,,agg2,WQ,,,EMD,
NMU,2020-10-16,BLM,WQ,,agg2,"HJ, PU",,Polyadic,EMD,
NMU,2020-10-16,BLM,PB,,agg2,HJ,,,EMD,
NMU,2020-10-16,BLM,KT,,s,ZI ,,,EMD,
NMU,2020-10-16,BLM,IQ,,s,VI,,,EMD,
NMU,2020-10-16,BLM,DO,,s,WR,,,EMD,
NMU,2020-10-16,BLM,AF,,s,WR,,,EMD,
NMU,2020-10-17,FRM,CU2,,agg2,QS,,,EMD,
NMU,2020-10-17,FRM,EX,,fd,GV,,,EMD,
NMU,2020-10-17,FRM,BZ,,agg1,WQ,,,EMD,
NMU,2020-10-17,FRM,ZE,,s,HS,,,EMD,
NMU,2020-10-17,FRM,KQ,,agg2,"QS, GV, PU",,Polyadic,EMD,
NMU,2020-10-17,FRM,KQ,,agg1,"WC, HS",,Polyadic,EMD,
NMU,2020-10-17,FRM,KC,,agg1,JR,,,EMD,
NMU,2020-10-17,FRM,JR,,agg2,JM,,,EMD,
NMU,2020-10-17,FRM,CU2,,agg3,MG2,,,EMD,
NMU,2020-10-17,FRM,MG2,,agg3,JR2,,,EMD,
NMU,2020-10-17,BLM,JM,,agg2,IQ,,,EMD,
NMU,2020-10-17,BLM,MZ,,fd,AL,,,EMD,
NMU,2020-10-17,BLM,DL2,,fd,IQ,,,EMD,
NMU,2020-10-17,BLM,SR,,agg2,CC,,,EMD,
NMU,2020-10-17,BLM,YI,,agg2,YV,,,EMD,
NMU,2020-10-17,BLM,MR,,s,IG,,,EMD,
NMU,2020-10-17,BLM,JR,,hd2,FD,,,EMD,
NMU,2020-10-17,BLM,EY,,sg,PY,,,EMD,
NMU,2020-10-17,BLM,HD,,s,WQ,,,EMD,
NMU,2020-10-17,BLM,LQ,,agg3,YJ,,,EMD,
NMU,2020-10-17,BLM,MV,,s,IQ,,,EMD,
NMU,2020-10-17,BLM,TE,,hd2,OI,,,EMD,
NMU,2020-10-17,JPK,IE,VA2,agg2,GV,,,EMD,
NMU,2020-10-17,JPK,PZ,,agg3,MD2,,,EMD,
NMU,2020-10-17,JPK,MR,,agg1,JR,,,EMD,
NMU,2020-10-17,JPK,MR,,s,TO,FM2,,EMD,
NMU,2020-10-17,JPK,JM,,fg1,PB,,,EMD,
